state,pc_name,,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors,,,a
Haryana,Bhiwani-Mahendragarh,Bhiwani-Mahendragarh,NARENDER PICHOPA-KHURD,M,30,GEN,IND,Cup & Saucer,3151,0,3151,1473912,,,
Haryana,Bhiwani-Mahendragarh,Bhiwani-Mahendragarh,PURAN MAL SHARMA,M,78,GEN,IND,Ring,3195,0,3195,1473912,,,
Haryana,Bhiwani-Mahendragarh,Bhiwani-Mahendragarh,PARDEEP SINGH TANWAR,M,52,GEN,IND,Letter Box,1334,0,1334,1473912,,,
Haryana,Bhiwani-Mahendragarh,Bhiwani-Mahendragarh,MAHAVIR SINGH,M,56,SC,IND,Electric Pole,393,0,393,1473912,,,
Haryana,Bhiwani-Mahendragarh,Bhiwani-Mahendragarh,RAKESH KUMAR,M,43,GEN,IND,Ceiling Fan,292,1,293,1473912,,,
Haryana,Bhiwani-Mahendragarh,Bhiwani-Mahendragarh,VEDPARKASH BHARTIYA,M,36,SC,IND,Balloon,1020,0,1020,1473912,,,
Haryana,Bhiwani-Mahendragarh,Bhiwani-Mahendragarh,SHER SINGH,M,61,GEN,IND,Bat,361,0,361,1473912,,,
Haryana,Bhiwani-Mahendragarh,Bhiwani-Mahendragarh,SATPAL S/O LOKRAM,M,37,GEN,IND,Almirah,296,1,297,1473912,,,
Haryana,Bhiwani-Mahendragarh,Bhiwani-Mahendragarh,SATPAL S/O SUBE,M,34,GEN,IND,Table Lamp,826,0,826,1473912,,,
Haryana,Bhiwani-Mahendragarh,Bhiwani-Mahendragarh,SUKHBIR SINGH,M,47,GEN,IND,BUCKET,275,0,275,1473912,,,
Haryana,Bhiwani-Mahendragarh,Bhiwani-Mahendragarh,SUDHIR CHANDWAS,M,27,GEN,IND,Kite,523,0,523,1473912,,,
Haryana,Bhiwani-Mahendragarh,Bhiwani-Mahendragarh,None of the Above,,0,,NOTA,NOTA,1994,0,1994,1473912,,,
Haryana,Gurgaon,Gurgaon,INDERJIT SINGH RAO,M,64,GEN,BJP,Lotus,644486,294,644780,1844906,,,
Haryana,Gurgaon,Gurgaon,ZAKIR HUSSAIN,M,52,GEN,INLD,Spectacles,370052,6,370058,1844906,,,
Haryana,Gurgaon,Gurgaon,DHARAMPAL,M,42,GEN,BSP,Elephant,65007,2,65009,1844906,,,
Haryana,Gurgaon,Gurgaon,RAO DHARAM PAL,M,71,GEN,INC,Hand,133697,16,133713,1844906,,,
Haryana,Gurgaon,Gurgaon,AKBAR KASMI,M,42,GEN,RUC,Balloon,1429,0,1429,1844906,,,
Haryana,Gurgaon,Gurgaon,ASHOK BHARDWAJ,M,50,GEN,NAJC,Auto- Rickshaw,713,0,713,1844906,,,
Haryana,Gurgaon,Gurgaon,UMED SINGH,M,27,GEN,RMOP,BUCKET,923,0,923,1844906,,,
Haryana,Gurgaon,Gurgaon,YOGENDRA YADAV,M,50,GEN,AAAP,Broom,79442,14,79456,1844906,,,
Haryana,Gurgaon,Gurgaon,HEMANT KUMAR SAINI,M,41,GEN,BMUP,Cot,1153,0,1153,1844906,,,
Haryana,Gurgaon,Gurgaon,ABDUL LATIF,M,58,GEN,IND,Basket containing Fruits,699,0,699,1844906,,,
Haryana,Gurgaon,Gurgaon,AHSHAN ALI,M,43,GEN,IND,Cup & Saucer,455,0,455,1844906,,,
Haryana,Gurgaon,Gurgaon,USHA RANI VERMA,F,36,GEN,IND,Sewing Machine,489,0,489,1844906,,,
Haryana,Gurgaon,Gurgaon,OMBIR SHARMA,M,37,GEN,IND,Batsman,566,0,566,1844906,,,
Haryana,Gurgaon,Gurgaon,KARAN SINGH JOURNALIST,M,39,GEN,IND,Kite,938,0,938,1844906,,,
Haryana,Gurgaon,Gurgaon,KUSHESHWAR BHAGAT,M,43,GEN,IND,Shuttle,7821,0,7821,1844906,,,
Haryana,Gurgaon,Gurgaon,FAUJI JAI KAWAR TYAGI DIXIT,M,59,GEN,IND,Ceiling Fan,3147,0,3147,1844906,,,
Haryana,Gurgaon,Gurgaon,MANOJ YADAV,M,33,GEN,IND,Glass Tumbler,3043,0,3043,1844906,,,
Haryana,Gurgaon,Gurgaon,MAHENDER JAT,M,41,GEN,IND,BELT,1021,0,1021,1844906,,,
Haryana,Gurgaon,Gurgaon,MUL CHAND,M,56,GEN,IND,Television,804,0,804,1844906,,,
Haryana,Gurgaon,Gurgaon,RAJEEV YADAV,M,38,GEN,IND,Bat,494,0,494,1844906,,,
Haryana,Gurgaon,Gurgaon,RAJESH,M,59,GEN,IND,Black Board,565,1,566,1844906,,,
Haryana,Gurgaon,Gurgaon,SURINDER KUMAR KHULLAR,M,61,GEN,IND,Bottle,685,0,685,1844906,,,
Haryana,Gurgaon,Gurgaon,None of the Above,,0,,NOTA,NOTA,2658,0,2658,1844906,,,
Haryana,Faridabad,Faridabad,AVTAR SINGH BHADANA,M,58,GEN,INC,Hand,185642,1,185643,1740352,,,
Haryana,Faridabad,Faridabad,R K ANAND,M,71,GEN,INLD,Spectacles,132465,7,132472,1740352,,,
Haryana,Faridabad,Faridabad,KRISHAN PAL,M,57,GEN,BJP,Lotus,652472,44,652516,1740352,,,
Haryana,Faridabad,Faridabad,PT. RAJENDER SHARMA,M,51,GEN,BSP,Elephant,66000,0,66000,1740352,,,
Haryana,Faridabad,Faridabad,ADVOCATE KAMAL CHAND ARYA,M,66,SC,BMUP,Cot,967,0,967,1740352,,,
Haryana,Faridabad,Faridabad,KUSUM KUMARI,F,28,GEN,AIPF,Camera,620,0,620,1740352,,,
Haryana,Faridabad,Faridabad,KHUSH DIL SEHGAL (KAPOOR),M,51,GEN,ABHKP,Auto- Rickshaw,685,0,685,1740352,,,
Haryana,Faridabad,Faridabad,KHEME THAKUR,M,34,GEN,SP,Bicycle,1940,0,1940,1740352,,,
Haryana,Faridabad,Faridabad,CHAUDHARY DAYA CHAND,M,62,GEN,BSCP,FLUTE,711,0,711,1740352,,,
Haryana,Faridabad,Faridabad,DEEPAK GAUR,M,35,GEN,AVIRP,Bat,479,0,479,1740352,,,
Haryana,Faridabad,Faridabad,NIRMALA,F,45,SC,JD(U),Arrow,976,0,976,1740352,,,
Haryana,Faridabad,Faridabad,PURSHOTAM DAGAR,M,32,GEN,AAAP,Broom,67353,2,67355,1740352,,,
Haryana,Faridabad,Faridabad,MOHD. MUKIM,M,25,GEN,NLP,Table,1735,0,1735,1740352,,,
Haryana,Faridabad,Faridabad,RAVINDER BHATI,M,33,GEN,ABHM,Coconut,1689,0,1689,1740352,,,
Haryana,Faridabad,Faridabad,SUKHVEER,M,40,GEN,RBCP,Battery Torch,1084,0,1084,1740352,,,
Haryana,Faridabad,Faridabad,HAMID KHAN,M,62,GEN,hkd,Cup & Saucer,2761,0,2761,1740352,,,
Haryana,Faridabad,Faridabad,DR. KSHETRA PAL SINGH,M,55,SC,IND,Television,1942,0,1942,1740352,,,
Haryana,Faridabad,Faridabad,AHERWAN DHARMENDER RAWAT,M,32,GEN,IND,Ceiling Fan,665,0,665,1740352,,,
Haryana,Faridabad,Faridabad,NANAK CHAND,M,48,GEN,IND,Glass Tumbler,2550,0,2550,1740352,,,
Haryana,Faridabad,Faridabad,MANDHEER SINGH MAAN,M,40,GEN,IND,Gas Cylinder,644,0,644,1740352,,,
Haryana,Faridabad,Faridabad,MUKESH KUMAR SINGH,M,38,GEN,IND,Balloon,442,0,442,1740352,,,
Haryana,Faridabad,Faridabad,RAJENDER,M,42,GEN,IND,Batsman,410,0,410,1740352,,,
Haryana,Faridabad,Faridabad,LAXMAN,M,37,SC,IND,Telephone,656,0,656,1740352,,,
Haryana,Faridabad,Faridabad,LALIT MITTAL,M,28,GEN,IND,Whistle,420,0,420,1740352,,,
Haryana,Faridabad,Faridabad,VIJAY RAJ,M,29,GEN,IND,Kite,407,0,407,1740352,,,
Haryana,Faridabad,Faridabad,SHUSHILA,F,37,GEN,IND,Almirah,524,0,524,1740352,,,
Haryana,Faridabad,Faridabad,SANJAY MAURYA,M,40,GEN,IND,Candles,1104,0,1104,1740352,,,
Haryana,Faridabad,Faridabad,None of the Above,,0,,NOTA,NOTA,3328,0,3328,1740352,,,
Himachal Pradesh,Kangra,Kangra,CHANDER KUMAR,M,69,GEN,INC,Hand,285694,397,286091,1258601,,,
Himachal Pradesh,Kangra,Kangra,LAL HUSSAIN,M,47,GEN,BSP,Elephant,5947,2,5949,1258601,,,
Himachal Pradesh,Kangra,Kangra,SHANTA KUMAR,M,79,GEN,BJP,Lotus,455160,1003,456163,1258601,,,
Himachal Pradesh,Kangra,Kangra,ARTI SONI,F,35,GEN,SHS,Bow & Arrow,3757,0,3757,1258601,,,
Himachal Pradesh,Kangra,Kangra,PARVESH YADAV,F,36,GEN,SP,Bicycle,808,0,808,1258601,,,
Himachal Pradesh,Kangra,Kangra,RAMAN KUMAR,M,31,SC,BMUP,Cot,637,0,637,1258601,,,
Himachal Pradesh,Kangra,Kangra,DR. RAJAN SUSHANT,M,58,GEN,AAAP,Broom,24390,40,24430,1258601,,,
Himachal Pradesh,Kangra,Kangra,BALDEV RAJ,M,65,GEN,HiSP,Telephone,995,2,997,1258601,,,
Himachal Pradesh,Kangra,Kangra,DR. ATUL THAKUR BHARMORI,M,34,ST,IND,Battery Torch,1132,1,1133,1258601,,,
Himachal Pradesh,Kangra,Kangra,DHANI RAM,M,72,ST,IND,Scissors,1084,1,1085,1258601,,,
Himachal Pradesh,Kangra,Kangra,PREM CHAND VISHVAKARMA,M,62,GEN,IND,Basket containing Fruits,4104,2,4106,1258601,,,
Himachal Pradesh,Kangra,Kangra,BHUPINDER MEHRA,M,35,GEN,IND,Shuttle,5585,0,5585,1258601,,,
Himachal Pradesh,Kangra,Kangra,None of the Above,,0,,NOTA,NOTA,8696,8,8704,1258601,,,
Himachal Pradesh,Mandi,Mandi,KUSHAL BHARDWAJ,M,45,GEN,CPM,"Hammer, Sickle and Star",13955,10,13965,1150408,,,
Himachal Pradesh,Mandi,Mandi,PRATIBHA SINGH,F,57,GEN,INC,Hand,322465,503,322968,1150408,,,
Himachal Pradesh,Mandi,Mandi,RAM SWAROOP SHARMA,M,55,GEN,BJP,Lotus,362338,486,362824,1150408,,,
Himachal Pradesh,Mandi,Mandi,LALA RAM,M,38,GEN,BSP,Elephant,5163,4,5167,1150408,,,
Himachal Pradesh,Mandi,Mandi,JAI CHAND THAKUR,M,62,GEN,AAAP,Broom,9345,14,9359,1150408,,,
Himachal Pradesh,Mandi,Mandi,DEVENDER DEV,M,55,GEN,BMUP,Cot,901,0,901,1150408,,,
Himachal Pradesh,Mandi,Mandi,PUNI CHAND,M,43,GEN,SP,Bicycle,923,0,923,1150408,,,
Himachal Pradesh,Mandi,Mandi,BHAG CHAND RANA,M,38,GEN,IND,Battery Torch,1868,0,1868,1150408,,,
Himachal Pradesh,Mandi,Mandi,SUBHASH MOHAN SNEHI,M,35,GEN,IND,Coconut,1928,0,1928,1150408,,,
Himachal Pradesh,Mandi,Mandi,None of the Above,,0,,NOTA,NOTA,6184,7,6191,1150408,,,
Himachal Pradesh,Hamirpur,Hamirpur,ANURAG SINGH THAKUR,M,39,GEN,BJP,Lotus,446755,1280,448035,1247699,,,
Himachal Pradesh,Hamirpur,Hamirpur,RAKESH CHOUDHARY,M,38,GEN,BSP,Elephant,5821,6,5827,1247699,,,
Himachal Pradesh,Hamirpur,Hamirpur,RAJINDER SINGH RANA,M,48,GEN,INC,Hand,348871,761,349632,1247699,,,
Himachal Pradesh,Hamirpur,Hamirpur,URMILA SHARMA,F,58,GEN,SP,Bicycle,2327,1,2328,1247699,,,
Himachal Pradesh,Hamirpur,Hamirpur,KAMAL KANTA BATRA,F,69,GEN,AAAP,Broom,15281,48,15329,1247699,,,
Himachal Pradesh,Hamirpur,Hamirpur,SHIV DUTT VASISHT,M,61,GEN,SHS,Bow & Arrow,952,0,952,1247699,,,
Himachal Pradesh,Hamirpur,Hamirpur,AMIN CHAND,M,55,SC,IND,Telephone,646,1,647,1247699,,,
Himachal Pradesh,Hamirpur,Hamirpur,ASHISH KUMAR,M,34,GEN,IND,Almirah,603,0,603,1247699,,,
Himachal Pradesh,Hamirpur,Hamirpur,DEV RAJ BHARDWAJ,M,61,GEN,IND,Coconut,1690,2,1692,1247699,,,
Himachal Pradesh,Hamirpur,Hamirpur,RAJINDER SINGH RANA,M,47,GEN,IND,Sewing Machine,3677,10,3687,1247699,,,
Himachal Pradesh,Hamirpur,Hamirpur,None of the Above,,0,,NOTA,NOTA,6464,9,6473,1247699,,,
Himachal Pradesh,Shimla,Shimla,GURNAM SINGH KOLI,M,38,SC,BSP,Elephant,5984,1,5985,1153363,,,
Himachal Pradesh,Shimla,Shimla,JAGAT RAM,M,57,SC,CPM,"Hammer, Sickle and Star",11427,7,11434,1153363,,,
Himachal Pradesh,Shimla,Shimla,MOHAN LAL BRAKTA,M,48,SC,INC,Hand,301314,472,301786,1153363,,,
Himachal Pradesh,Shimla,Shimla,VIRENDER KASHYAP,M,63,SC,BJP,Lotus,385517,456,385973,1153363,,,
Himachal Pradesh,Shimla,Shimla,SHURVEER SINGH,M,33,SC,SP,Bicycle,4385,0,4385,1153363,,,
Himachal Pradesh,Shimla,Shimla,SUBHASH CHANDER,M,58,SC,AAAP,Broom,14205,28,14233,1153363,,,
Himachal Pradesh,Shimla,Shimla,VIRENDER KUMAR KASHYAP,M,28,SC,IND,Telephone,6170,3,6173,1153363,,,
Himachal Pradesh,Shimla,Shimla,None of the Above,,0,,NOTA,NOTA,7775,12,7787,1153363,,,
Jammu & Kashmir,Baramulla,Baramulla,GHULAM MOHAMMAD MIR,M,63,GEN,BJP,Lotus,6545,13,6558,1190766,,,
Jammu & Kashmir,Baramulla,Baramulla,SYED MOHD RAFIQ SHAH,M,44,GEN,JKNPP,Bicycle,4141,0,4141,1190766,,,
Jammu & Kashmir,Baramulla,Baramulla,MOHD SHAFI BHAT,M,52,GEN,BSP,Elephant,3143,0,3143,1190766,,,
Jammu & Kashmir,Baramulla,Baramulla,MUZAFFAR HUSSAIN BAIG,M,67,GEN,JKPDP,Ink Pot & Pen,175277,0,175277,1190766,,,
Jammu & Kashmir,Baramulla,Baramulla,SHARIEF UD-DIN SHARIQ,M,79,GEN,JKN,Plough,146058,0,146058,1190766,,,
Jammu & Kashmir,Baramulla,Baramulla,AYAZ AHMAD SOFI,M,30,GEN,GaAP,Bat,5566,0,5566,1190766,,,
Jammu & Kashmir,Baramulla,Baramulla,BASHIR AHMAD JAGAL,M,45,ST,PRISM,Basket containing Fruits,2694,0,2694,1190766,,,
Jammu & Kashmir,Baramulla,Baramulla,SALAMUDDIN BAJAD,M,65,GEN,JPC,Candles,71154,0,71154,1190766,,,
Jammu & Kashmir,Baramulla,Baramulla,TANVEER HUSSAIN,M,46,GEN,IND,Table Lamp,5788,0,5788,1190766,,,
Jammu & Kashmir,Baramulla,Baramulla,ASHIQ HUSSAIN GANIE,M,31,GEN,IND,Shuttle,1943,0,1943,1190766,,,
Jammu & Kashmir,Baramulla,Baramulla,ABDUL HUSSAIN,M,45,GEN,IND,Black Board,7301,0,7301,1190766,,,
Jammu & Kashmir,Baramulla,Baramulla,AB. HAMID MALIK,M,35,GEN,IND,Table,3655,0,3655,1190766,,,
Jammu & Kashmir,Baramulla,Baramulla,ER. ABDUL RASHID SHEIKH,M,48,GEN,IND,Gas Cylinder,22090,0,22090,1190766,,,
Jammu & Kashmir,Baramulla,Baramulla,MOHD ABDULLAH CHATWAL,M,51,GEN,IND,Battery Torch,4006,0,4006,1190766,,,
Jammu & Kashmir,Baramulla,Baramulla,NISAR AHMAD AHANGER,M,34,GEN,IND,Walking Stick,2050,0,2050,1190766,,,
Jammu & Kashmir,Baramulla,Baramulla,None of the Above,,0,,NOTA,NOTA,4568,0,4568,1190766,,,
Jammu & Kashmir,Srinagar,Srinagar,TARIQ HAMEED KARRA,M,58,GEN,JKPDP,Ink Pot & Pen,157923,0,157923,1207230,,,
Jammu & Kashmir,Srinagar,Srinagar,FAROOQ ABDULLAH,M,77,GEN,JKN,Plough,115642,1,115643,1207230,,,
Jammu & Kashmir,Srinagar,Srinagar,FAYAZ AHMAD BHAT,M,42,GEN,BJP,Lotus,4465,2,4467,1207230,,,
Jammu & Kashmir,Srinagar,Srinagar,MOHAMMAD MAQBOOL MALIK,M,43,GEN,JKNPP,Bicycle,583,0,583,1207230,,,
Jammu & Kashmir,Srinagar,Srinagar,DR RAJA MUZAFFAR BHAT,M,37,GEN,AAAP,Broom,3271,0,3271,1207230,,,
Jammu & Kashmir,Srinagar,Srinagar,MUSHTAQ SHAMIM,M,45,GEN,ABML(S),Kite,521,0,521,1207230,,,
Jammu & Kashmir,Srinagar,Srinagar,AGA SYED MOHSIN,M,54,GEN,IND,Basket containing Fruits,16049,1,16050,1207230,,,
Jammu & Kashmir,Srinagar,Srinagar,BASHIR MOHD RESHI,M,50,GEN,IND,Hat,1215,0,1215,1207230,,,
Jammu & Kashmir,Srinagar,Srinagar,CHETAN SHARMA,M,40,GEN,IND,Table Lamp,608,0,608,1207230,,,
Jammu & Kashmir,Srinagar,Srinagar,RABIA ALTAF,F,46,GEN,IND,Battery Torch,864,0,864,1207230,,,
Jammu & Kashmir,Srinagar,Srinagar,RIYAZ AHMAD WANI,M,32,GEN,IND,Batsman,461,0,461,1207230,,,
Jammu & Kashmir,Srinagar,Srinagar,ABDUL RASHID TANTRAY,M,43,GEN,IND,Gas Cylinder,1668,0,1668,1207230,,,
Jammu & Kashmir,Srinagar,Srinagar,MOHAMMAD SHAFI GUROO,M,51,GEN,IND,Diesel Pump,1157,0,1157,1207230,,,
Jammu & Kashmir,Srinagar,Srinagar,MIRZA SAJAD HUSSAIN BEIGH,M,34,GEN,IND,Candles,2802,0,2802,1207230,,,
Jammu & Kashmir,Srinagar,Srinagar,None of the Above,,0,,NOTA,NOTA,4979,0,4979,1207230,,,
Jammu & Kashmir,Anantnag,Anantnag,SYED ABID AHMAD SHAH,M,33,GEN,JKNPP,Bicycle,4345,0,4345,1301143,,,
Jammu & Kashmir,Anantnag,Anantnag,MIRZA MEHBOOB BEG,M,62,GEN,JKN,Plough,135005,7,135012,1301143,,,
Jammu & Kashmir,Anantnag,Anantnag,MEHBOOBA MUFTI,F,54,GEN,JKPDP,Ink Pot & Pen,200407,22,200429,1301143,,,
Jammu & Kashmir,Anantnag,Anantnag,MOHAMMAD SHARIF,M,69,GEN,BSP,Elephant,3312,0,3312,1301143,,,
Jammu & Kashmir,Anantnag,Anantnag,MUSHTAQ AHMAD MALIK,M,41,GEN,BJP,Lotus,4710,10,4720,1301143,,,
Jammu & Kashmir,Anantnag,Anantnag,ASIF JEELANI,M,44,GEN,AIFB,Lion,803,0,803,1301143,,,
Jammu & Kashmir,Anantnag,Anantnag,DR. TANVIR MAQBOOL DAR,M,38,GEN,AAAP,Broom,3251,1,3252,1301143,,,
Jammu & Kashmir,Anantnag,Anantnag,GH. NABI SHAH,M,62,GEN,SP,Walking Stick,1837,0,1837,1301143,,,
Jammu & Kashmir,Anantnag,Anantnag,MOHAMMAD YAQOOB RATHER,M,49,GEN,AKAKRP,Kite,1568,0,1568,1301143,,,
Jammu & Kashmir,Anantnag,Anantnag,MOHD YOUSIF  GANIE,M,47,GEN,ASP,Pen Stand,3285,1,3286,1301143,,,
Jammu & Kashmir,Anantnag,Anantnag,TANVEER HUSSAIN KHAN,M,35,GEN,IND,Gas Cylinder,7340,0,7340,1301143,,,
Jammu & Kashmir,Anantnag,Anantnag,ABDUL AHAD MIR,M,48,GEN,IND,Batsman,3439,0,3439,1301143,,,
Jammu & Kashmir,Anantnag,Anantnag,None of the Above,,0,,NOTA,NOTA,5936,0,5936,1301143,,,
Jammu & Kashmir,Ladakh,Ladakh,THUPSTAN CHHEWANG,M,67,ST,BJP,Lotus,30731,380,31111,166763,,,
Jammu & Kashmir,Ladakh,Ladakh,TSERING SAMPHEL,M,65,ST,INC,Hand,25985,417,26402,166763,,,
Jammu & Kashmir,Ladakh,Ladakh,SYED MOHD KAZIM,M,50,ST,IND,Kettle,28197,37,28234,166763,,,
Jammu & Kashmir,Ladakh,Ladakh,GHULAM RAZA,M,50,GEN,IND,Cup & Saucer,31049,26,31075,166763,,,
Jammu & Kashmir,Ladakh,Ladakh,None of the Above,,0,,NOTA,NOTA,1202,5,1207,166763,,,
Jammu & Kashmir,Udhampur,Udhampur,PROF. BHIM SINGH,M,77,GEN,JKNPP,Bicycle,25304,8,25312,1469072,,,
Jammu & Kashmir,Udhampur,Udhampur,DR. JITENDRA SINGH,M,57,GEN,BJP,Lotus,486820,549,487369,1469072,,,
Jammu & Kashmir,Udhampur,Udhampur,DHARAM PAL BALGOTRA,M,66,GEN,BSP,Elephant,16433,4,16437,1469072,,,
Jammu & Kashmir,Udhampur,Udhampur,GHULAM NABI AZAD,M,65,GEN,INC,Hand,426336,57,426393,1469072,,,
Jammu & Kashmir,Udhampur,Udhampur,MOHD ARSHAD MALIK,M,62,GEN,JKPDP,Ink Pot & Pen,30458,3,30461,1469072,,,
Jammu & Kashmir,Udhampur,Udhampur,SMT. AMRIT BARSHA,F,52,SC,SP,Walking Stick,1842,0,1842,1469072,,,
Jammu & Kashmir,Udhampur,Udhampur,JAGDISH KUMAR,M,37,GEN,JMBP,Almirah,1809,0,1809,1469072,,,
Jammu & Kashmir,Udhampur,Udhampur,SHAM LAL,M,40,SC,AJKMP,Auto- Rickshaw,2185,2,2187,1469072,,,
Jammu & Kashmir,Udhampur,Udhampur,GIRDHARI LAL,M,61,SC,BHBP,Sewing Machine,1967,4,1971,1469072,,,
Jammu & Kashmir,Udhampur,Udhampur,ANIL KUMAR GUPTA,M,49,GEN,IND,Candles,5755,0,5755,1469072,,,
Jammu & Kashmir,Udhampur,Udhampur,ANIL KHAJURIA,M,32,GEN,IND,Pen Nib with Seven Rays,15188,0,15188,1469072,,,
Jammu & Kashmir,Udhampur,Udhampur,BANSI LAL,M,48,GEN,IND,Table Lamp,7339,0,7339,1469072,,,
Jammu & Kashmir,Udhampur,Udhampur,NAZAKAT HUSSAIN,M,64,ST,IND,Bat,9217,0,9217,1469072,,,
Jammu & Kashmir,Udhampur,Udhampur,None of the Above,,0,,NOTA,NOTA,10477,1,10478,1469072,,,
Jammu & Kashmir,Jammu,Jammu,ASHOK KUMAR,M,39,SC,BSP,Elephant,31194,5,31199,1848155,,,
Jammu & Kashmir,Jammu,Jammu,JUGAL KISHORE,M,51,GEN,BJP,Lotus,618245,1750,619995,1848155,,,
Jammu & Kashmir,Jammu,Jammu,MADAN LAL SHARMA,M,62,GEN,INC,Hand,362537,178,362715,1848155,,,
Jammu & Kashmir,Jammu,Jammu,HARI CHAND JALMERIA,M,58,GEN,JKNPP,Bicycle,9067,4,9071,1848155,,,
Jammu & Kashmir,Jammu,Jammu,YASHPAL SHARMA,M,67,GEN,JKPDP,Ink Pot & Pen,168451,103,168554,1848155,,,
Jammu & Kashmir,Jammu,Jammu,BAHADUR SINGH CHOWDHARY,M,62,GEN,SP,Walking Stick,3163,1,3164,1848155,,,
Jammu & Kashmir,Jammu,Jammu,SUBASH CHANDER,M,48,SC,AJKMP,Auto- Rickshaw,2201,4,2205,1848155,,,
Jammu & Kashmir,Jammu,Jammu,GURSAGAR SINGH,M,34,GEN,SDP,Candles,6042,0,6042,1848155,,,
Jammu & Kashmir,Jammu,Jammu,MEHAR MANAV BHAGAT,M,26,SC,BHBP,Sewing Machine,2013,0,2013,1848155,,,
Jammu & Kashmir,Jammu,Jammu,ASHOK KUMAR SHARMA,M,50,GEN,IND,Hat,2582,0,2582,1848155,,,
Jammu & Kashmir,Jammu,Jammu,PERSEEN SINGH,M,33,GEN,IND,Pen Nib with Seven Rays,7173,0,7173,1848155,,,
Jammu & Kashmir,Jammu,Jammu,RAJ KUMAR,M,40,SC,IND,Dolli,2989,2,2991,1848155,,,
Jammu & Kashmir,Jammu,Jammu,SATISH POONCHI,M,65,GEN,IND,Batsman,1974,7,1981,1848155,,,
Jammu & Kashmir,Jammu,Jammu,ABDUL MAJID CHOUHAN,M,34,ST,IND,Camera,4176,1,4177,1848155,,,
Jammu & Kashmir,Jammu,Jammu,LABHA RAM,M,51,GEN,IND,Ceiling Fan,5042,4,5046,1848155,,,
Jammu & Kashmir,Jammu,Jammu,MOHD. IMTIAZ,M,31,GEN,IND,Battery Torch,7422,1,7423,1848155,,,
Jammu & Kashmir,Jammu,Jammu,MOHD. ABBAS KHAN,M,53,GEN,IND,Glass Tumbler,2469,0,2469,1848155,,,
Jammu & Kashmir,Jammu,Jammu,NIRMAL SINGH,M,48,GEN,IND,Gas Cylinder,5283,3,5286,1848155,,,
Jammu & Kashmir,Jammu,Jammu,VIJAY KUMAR,M,48,GEN,IND,Table Lamp,5125,0,5125,1848155,,,
Jammu & Kashmir,Jammu,Jammu,None of the Above,,0,,NOTA,NOTA,4381,1,4382,1848155,,,
Karnataka,Chikkodi,Chikkodi,KATTI RAMESH VISHWANATH,M,49,GEN,BJP,Lotus,471029,341,471370,1442206,,,
Karnataka,Chikkodi,Chikkodi,KADAPURE MACHINDRA DAVALU,M,44,SC,BSP,Elephant,14484,9,14493,1442206,,,
Karnataka,Chikkodi,Chikkodi,PRAKASH BABANNA HUKKERI,M,67,GEN,INC,Hand,474301,72,474373,1442206,,,
Karnataka,Chikkodi,Chikkodi,PRATAPARAO  PATIL,M,63,GEN,NCP,Clock,42735,3,42738,1442206,,,
Karnataka,Chikkodi,Chikkodi,SHRIMANT BALASAHEB PATIL,M,59,GEN,JD(S),A lady farmer carrying paddy on her head,39991,1,39992,1442206,,,
Karnataka,Chikkodi,Chikkodi,APPASAHEB SRIPATHI KURANE,M,31,SC,SJPA,Gas Cylinder,1457,0,1457,1442206,,,
Karnataka,Chikkodi,Chikkodi,ASHFAQ AHMED MADAKI,M,36,GEN,AAAP,Broom,3521,8,3529,1442206,,,
Karnataka,Chikkodi,Chikkodi,JITENDRA SUBHASH NERLE,M,39,GEN,IND,Cup & Saucer,1414,0,1414,1442206,,,
Karnataka,Chikkodi,Chikkodi,BASAPPA KALLAPPA HANCHANAL,M,62,GEN,IND,Coconut,1744,0,1744,1442206,,,
Karnataka,Chikkodi,Chikkodi,MAGADUM GOUSMOHIUDDIN ISMAIL MAGDUM,M,53,GEN,IND,Ceiling Fan,2624,0,2624,1442206,,,
Karnataka,Chikkodi,Chikkodi,MOHAN GURAPPA MOTANNAVAR,M,39,SC,IND,Auto- Rickshaw,3457,1,3458,1442206,,,
Karnataka,Chikkodi,Chikkodi,SHRINIK ANNASAHEB JANGATE,M,34,GEN,IND,Batsman,3622,0,3622,1442206,,,
Karnataka,Chikkodi,Chikkodi,None of the Above,,0,,NOTA,NOTA,10289,0,10289,1442206,,,
Karnataka,Belgaum,Belgaum,ANGADI SURESH CHANNABASAPPA,M,58,GEN,BJP,Lotus,553802,615,554417,1580895,,,
Karnataka,Belgaum,Belgaum,BAGWAN NASIR PAPULSAB,M,56,GEN,JD(S),A lady farmer carrying paddy on her head,5477,0,5477,1580895,,,
Karnataka,Belgaum,Belgaum,RAMESH G KADALASKAR,M,52,SC,BSP,Elephant,3534,1,3535,1580895,,,
Karnataka,Belgaum,Belgaum,LAXMI R. HEBBALKAR,F,39,GEN,INC,Hand,478374,183,478557,1580895,,,
Karnataka,Belgaum,Belgaum,ANGADI MUTTAPPA CHANNASANGAPPA,M,39,GEN,AAAP,Broom,8513,11,8524,1580895,,,
Karnataka,Belgaum,Belgaum,DAYANAND GURUPUTRAYYA CHIKKAMATH,M,48,GEN,SP,Bicycle,1261,0,1261,1580895,,,
Karnataka,Belgaum,Belgaum,ANTAKKANAVAR PARAPPA SHANKAREPPA,M,40,GEN,IND,Ceiling Fan,775,0,775,1580895,,,
