state,pc_name,,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors,,,a
Uttar Pradesh,Ghazipur,Ghazipur,RAJENDRA NATH RAM,M,55,SC,BMUP,Cot,3468,0,3468,1801519,,,
Uttar Pradesh,Ghazipur,Ghazipur,SATYA DEV YADAV,M,51,GEN,NAP,HOCKEY & BALL,6381,0,6381,1801519,,,
Uttar Pradesh,Ghazipur,Ghazipur,ARUN KUMAR SINGH,M,53,GEN,IND,Bat,34084,9,34093,1801519,,,
Uttar Pradesh,Ghazipur,Ghazipur,KUBER,M,53,SC,IND,Kettle,4889,0,4889,1801519,,,
Uttar Pradesh,Ghazipur,Ghazipur,LAKSHAMAN,M,71,GEN,IND,Pot,1588,0,1588,1801519,,,
Uttar Pradesh,Ghazipur,Ghazipur,None of the Above,,0,,NOTA,NOTA,5610,1,5611,1801519,,,
Uttar Pradesh,Chandauli,Chandauli,ANIL KUMAR MAURYA,M,49,GEN,BSP,Elephant,257200,179,257379,1593133,,,
Uttar Pradesh,Chandauli,Chandauli,TARUN PATEL URF TARUNENDRA CHAND PATEL,M,29,GEN,INC,Hand,27182,12,27194,1593133,,,
Uttar Pradesh,Chandauli,Chandauli,DR MAHENDRA NATH PANDEY,M,57,GEN,BJP,Lotus,413760,375,414135,1593133,,,
Uttar Pradesh,Chandauli,Chandauli,RAMKISHUN,M,57,GEN,SP,Bicycle,204036,109,204145,1593133,,,
Uttar Pradesh,Chandauli,Chandauli,IRSHAD,M,42,GEN,AAAP,Broom,15583,15,15598,1593133,,,
Uttar Pradesh,Chandauli,Chandauli,CHANCHAL,M,47,SC,JRPa,Bat,1362,0,1362,1593133,,,
Uttar Pradesh,Chandauli,Chandauli,JITENDRA,M,31,ST,GGP,Cup & Saucer,2502,0,2502,1593133,,,
Uttar Pradesh,Chandauli,Chandauli,MRITUNJAYA PANDEY,M,43,GEN,JaRaPa,Whistle,1318,0,1318,1593133,,,
Uttar Pradesh,Chandauli,Chandauli,RAMASHANKER SINGH MAURYA,M,47,GEN,BSKD,Walking Stick,1423,0,1423,1593133,,,
Uttar Pradesh,Chandauli,Chandauli,RAJA JAISWAL,M,25,GEN,AITC,Flowers and Grass,6169,1,6170,1593133,,,
Uttar Pradesh,Chandauli,Chandauli,RAJENDRA,M,30,GEN,PMSP,Saw,7767,0,7767,1593133,,,
Uttar Pradesh,Chandauli,Chandauli,RAM DULAR,M,50,GEN,CPI(ML)(L),Flag with Three Stars,2386,0,2386,1593133,,,
Uttar Pradesh,Chandauli,Chandauli,DR. VINAY KUMAR SINGH YADAV,M,63,GEN,INL,Iron,3881,1,3882,1593133,,,
Uttar Pradesh,Chandauli,Chandauli,SHASHI SINHA,F,42,GEN,ESKP,Battery Torch,2987,1,2988,1593133,,,
Uttar Pradesh,Chandauli,Chandauli,SANJEEV SINGH,M,38,GEN,SBSP,Ring,4992,1,4993,1593133,,,
Uttar Pradesh,Chandauli,Chandauli,DR. HARIDWAR SINGH YADAV,M,72,GEN,JD(U),Arrow,8755,1,8756,1593133,,,
Uttar Pradesh,Chandauli,Chandauli,HEERALAL,M,39,SC,BMUP,Cart,4766,2,4768,1593133,,,
Uttar Pradesh,Chandauli,Chandauli,GULVAS,F,39,GEN,IND,Kettle,1482,0,1482,1593133,,,
Uttar Pradesh,Chandauli,Chandauli,BINDU,M,57,GEN,IND,Scissors,2769,0,2769,1593133,,,
Uttar Pradesh,Chandauli,Chandauli,RAJNARAYAN,M,34,GEN,IND,Cauliflower,4221,0,4221,1593133,,,
Uttar Pradesh,Chandauli,Chandauli,SANJAI,M,30,GEN,IND,Auto- Rickshaw,2148,0,2148,1593133,,,
Uttar Pradesh,Chandauli,Chandauli,None of the Above,,0,,NOTA,NOTA,3184,2,3186,1593133,,,
Uttar Pradesh,Varanasi,Varanasi,AJAY RAI,M,42,GEN,INC,Hand,75541,73,75614,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,KAILASH CHAURASIYA,M,55,GEN,SP,Bicycle,45266,25,45291,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,NARENDRA MODI,M,63,GEN,BJP,Lotus,580423,599,581022,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,VIJAY PRAKASH JAISAWAL,M,48,GEN,BSP,Elephant,60534,45,60579,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,HIRALAL YADAV,M,57,GEN,CPM,"Hammer, Sickle and Star",2457,0,2457,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,A.K. AGGARWAL,M,47,GEN,AGRJP,Pen Nib with Seven Rays,2037,0,2037,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,ABHIMANYU SINGH PATEL,M,38,GEN,BMUP,Cot,1644,0,1644,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,ARVIND KEJRIWAL,M,45,GEN,AAAP,Broom,209111,127,209238,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,ARUN,M,29,GEN,BSCP,FLUTE,3634,0,3634,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,INDIRA TIWARI,F,56,GEN,AITC,Flowers and Grass,2674,0,2674,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,USMAN,M,30,GEN,RsAD,Walking Stick,878,0,878,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,OM GURU CHARAN DAS ALIAS VIMAL KUMAR SINGH,M,39,GEN,ssrd,Grapes,1144,0,1144,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,DEVI PRASAD NAND,M,77,GEN,MADP,Auto- Rickshaw,1740,0,1740,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,NARENDRA NATH DUBEY ADIG,M,47,GEN,JSEP,Letter Box,2277,0,2277,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,BACHCHELAL,M,42,GEN,LPSP,Gas Cylinder,1172,0,1172,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,RAJESH BHARTI SURYA,M,38,SC,RaAD,Kite,4327,0,4327,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,RAM LAKHAN GUPTA,M,60,GEN,JAP,Almirah,1376,0,1376,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,LALLAN,M,56,GEN,MaJP,Television,997,0,997,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,SHIVHARI AGARWAL,M,54,GEN,BhNP,Black Board,2000,0,2000,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,SANTOSH KUMAR,M,28,SC,RVMP,Camera,1434,0,1434,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,HARI LAL,M,29,SC,RaIP,Stethoscope,838,0,838,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,HEMANT KUMAR YADAV,M,34,GEN,INL,Iron,1202,0,1202,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,AHMED SOHEL SIDDIQUI,M,50,GEN,IND,Hat,937,0,937,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,IFTEKHAR KURAISHI,M,42,GEN,IND,Bat,2323,0,2323,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,GHANSHYAM,M,42,ST,IND,Pot,1151,0,1151,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,JOHNSON THOMAS,M,48,GEN,IND,Table Lamp,1524,0,1524,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,NARENDRA BAHADUR SINGH,M,55,GEN,IND,Cup & Saucer,1306,0,1306,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,PRAKASH PRASAD,M,42,GEN,IND,Coconut,1361,0,1361,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,PRABHAT KUMAR,M,47,GEN,IND,Air Conditioner,1089,0,1089,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,PRAMOD KUMAR,M,60,GEN,IND,Sewing Machine,1807,0,1807,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,BACHCHAN PRASAD YADAV,M,35,GEN,IND,Glass Tumbler,1192,0,1192,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,BASEER KINNAR,O,50,GEN,IND,Harmonium,2850,0,2850,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,MANOJ KUMAR CHAUBEY,M,35,GEN,IND,Scissors,1074,0,1074,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,MAHENDRA MISHRA,M,57,GEN,IND,Battery Torch,573,0,573,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,RAVINDRA KUMAR,M,41,GEN,IND,Pressure Cooker,1012,0,1012,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,RAJIV KUMAR MISHRA,M,45,GEN,IND,Telephone,677,0,677,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,RAJENDRA PRASAD (GARIB DAS),M,54,GEN,IND,Helmet,1367,0,1367,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,RAMPYARE SINGH,M,50,GEN,IND,Whistle,423,0,423,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,SHIV KUMAR SHAH,M,43,GEN,IND,Ring,312,0,312,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,SATISH SHANKAR JAYASWAL,M,32,GEN,IND,Table,459,0,459,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,SATYAPRAKASH SRIVASTAVA,M,42,GEN,IND,Envelope,599,0,599,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,SARVESH KUMAR GUPTA,M,54,GEN,IND,Carrot,3023,0,3023,1766487,,,
Uttar Pradesh,Varanasi,Varanasi,None of the Above,,0,,NOTA,NOTA,2051,0,2051,1766487,,,
Uttar Pradesh,Bhadohi,Bhadohi,DR. AKHILESH KUMAR DWIVEDI,M,46,GEN,NCP,Clock,7732,2,7734,1834598,,,
Uttar Pradesh,Bhadohi,Bhadohi,RAKESH DHAR TRIPATHI,M,56,GEN,BSP,Elephant,245437,117,245554,1834598,,,
Uttar Pradesh,Bhadohi,Bhadohi,VIRENDRA SINGH,M,57,GEN,BJP,Lotus,403583,112,403695,1834598,,,
Uttar Pradesh,Bhadohi,Bhadohi,SARTAJ IMAM,M,58,GEN,INC,Hand,22569,4,22573,1834598,,,
Uttar Pradesh,Bhadohi,Bhadohi,SEEMA MISHRA,F,37,GEN,SP,Bicycle,238570,142,238712,1834598,,,
Uttar Pradesh,Bhadohi,Bhadohi,AJAY KUMAR MAURYA,M,43,GEN,PMSP,Saw,5807,1,5808,1834598,,,
Uttar Pradesh,Bhadohi,Bhadohi,TEJ BAHADUR YADAV ADVOCATE,M,61,GEN,JD(U),Arrow,26985,10,26995,1834598,,,
Uttar Pradesh,Bhadohi,Bhadohi,RAJESH KUMAR ALIAS KHANNA MAURYA,M,37,GEN,AMP,Ceiling Fan,1920,0,1920,1834598,,,
Uttar Pradesh,Bhadohi,Bhadohi,RAM SAGAR BIND,M,38,GEN,QED,Glass Tumbler,2440,2,2442,1834598,,,
Uttar Pradesh,Bhadohi,Bhadohi,CHANDRASHEKHAR,M,31,GEN,IND,FLUTE,2191,0,2191,1834598,,,
Uttar Pradesh,Bhadohi,Bhadohi,JAGJEEVAN RAM ALIAS JEEVAN RAM ,M,33,SC,IND,Walking Stick,1964,0,1964,1834598,,,
Uttar Pradesh,Bhadohi,Bhadohi,JEEVAN KUMAR MALLAH,M,41,SC,IND,Kettle,4168,1,4169,1834598,,,
Uttar Pradesh,Bhadohi,Bhadohi,RAM SAKHA TRIPATHI,M,55,GEN,IND,Almirah,4319,0,4319,1834598,,,
Uttar Pradesh,Bhadohi,Bhadohi,SANTRAJ SINGH,M,45,GEN,IND,Kite,4821,0,4821,1834598,,,
Uttar Pradesh,Bhadohi,Bhadohi,None of the Above,,0,,NOTA,NOTA,8968,1,8969,1834598,,,
Uttar Pradesh,Mirzapur,Mirzapur,LALITESH PATI TRIPATHI,M,37,GEN,INC,Hand,152663,3,152666,1720661,,,
Uttar Pradesh,Mirzapur,Mirzapur,SAMUDRA BIND,F,34,GEN,BSP,Elephant,217452,5,217457,1720661,,,
Uttar Pradesh,Mirzapur,Mirzapur,SURENDRA SINGH PATEL,M,52,GEN,SP,Bicycle,108858,1,108859,1720661,,,
Uttar Pradesh,Mirzapur,Mirzapur,ANUPRIYA SINGH PATEL,F,33,GEN,AD,Cup & Saucer,436500,36,436536,1720661,,,
Uttar Pradesh,Mirzapur,Mirzapur,AJAD,M,35,GEN,GGP,Coat,6762,0,6762,1720661,,,
Uttar Pradesh,Mirzapur,Mirzapur,JITTOO RAM RATNA,M,52,SC,LD,Cauliflower,4209,0,4209,1720661,,,
Uttar Pradesh,Mirzapur,Mirzapur,JEERA BHARTI,F,46,SC,CPI(ML)(L),Flag with Three Stars,4148,0,4148,1720661,,,
Uttar Pradesh,Mirzapur,Mirzapur,BRIJESH KUMAR RAI,M,54,GEN,AAAP,Broom,4317,1,4318,1720661,,,
Uttar Pradesh,Mirzapur,Mirzapur,BHAGWAN DAS,M,63,SC,BMUP,Cot,3324,0,3324,1720661,,,
Uttar Pradesh,Mirzapur,Mirzapur,RADHESHYAM INSAN,M,63,SC,BRPI,Batsman,2138,0,2138,1720661,,,
Uttar Pradesh,Mirzapur,Mirzapur,VINEET SAHAI,M,47,GEN,AITC,Flowers and Grass,4548,0,4548,1720661,,,
Uttar Pradesh,Mirzapur,Mirzapur,SHIVRAJ SAHNI,M,44,GEN,PMSP,Saw,4405,0,4405,1720661,,,
Uttar Pradesh,Mirzapur,Mirzapur,SANTOSH KUMAR,M,32,GEN,SPP,Bat,6811,0,6811,1720661,,,
Uttar Pradesh,Mirzapur,Mirzapur,SARVESH DUBEY,M,28,GEN,RPI(A),Sewing Machine,4304,0,4304,1720661,,,
Uttar Pradesh,Mirzapur,Mirzapur,SUKCHARA NAND URF AALOO BABA,M,48,GEN,SHS,Bow & Arrow,4787,0,4787,1720661,,,
Uttar Pradesh,Mirzapur,Mirzapur,ASHOK KUMAR,M,29,SC,IND,Harmonium,11245,0,11245,1720661,,,
Uttar Pradesh,Mirzapur,Mirzapur,ADESH TYAGI,M,45,GEN,IND,Ceiling Fan,3300,0,3300,1720661,,,
Uttar Pradesh,Mirzapur,Mirzapur,DR. KARNAIL SINGH,M,48,GEN,IND,Telephone,3627,0,3627,1720661,,,
Uttar Pradesh,Mirzapur,Mirzapur,GIRJA SHANKAR URF CHUNMUN,M,41,SC,IND,PENCIL SHARPNER,2363,0,2363,1720661,,,
Uttar Pradesh,Mirzapur,Mirzapur,DEVI,M,42,SC,IND,Pen Stand,4639,0,4639,1720661,,,
Uttar Pradesh,Mirzapur,Mirzapur,RAJA RAM,M,56,SC,IND,FLUTE,2010,0,2010,1720661,,,
Uttar Pradesh,Mirzapur,Mirzapur,RAM MURAT,M,53,SC,IND,Coconut,7947,0,7947,1720661,,,
Uttar Pradesh,Mirzapur,Mirzapur,HINCH LAL,M,53,SC,IND,Auto- Rickshaw,2685,0,2685,1720661,,,
Uttar Pradesh,Mirzapur,Mirzapur,None of the Above,,0,,NOTA,NOTA,4539,0,4539,1720661,,,
Uttar Pradesh,Robertsganj,Robertsganj,ASHOK KUMAR KANNAOUJIYA,M,50,SC,CPI,Ears of Corn And Sickle,24362,1,24363,1639074,,,
Uttar Pradesh,Robertsganj,Robertsganj,CHHOTELAL,M,41,SC,BJP,Lotus,378095,116,378211,1639074,,,
Uttar Pradesh,Robertsganj,Robertsganj,PAKAUDI LAL KOL,M,62,SC,SP,Bicycle,135916,50,135966,1639074,,,
Uttar Pradesh,Robertsganj,Robertsganj,BHAGWATI PRASAD CHAUDHARY,M,60,SC,INC,Hand,86234,1,86235,1639074,,,
Uttar Pradesh,Robertsganj,Robertsganj,SHARADA PRASAD,M,55,SC,BSP,Elephant,187652,73,187725,1639074,,,
Uttar Pradesh,Robertsganj,Robertsganj,GUN DEVI ( GYANI DEVI),F,40,SC,QED,Glass Tumbler,5307,0,5307,1639074,,,
Uttar Pradesh,Robertsganj,Robertsganj,S. R. DARAPURI,M,70,SC,AIPF,Camera,4890,1,4891,1639074,,,
Uttar Pradesh,Robertsganj,Robertsganj,MANGOI,M,70,SC,BMUP,Cot,2966,0,2966,1639074,,,
Uttar Pradesh,Robertsganj,Robertsganj,RAVI SHANKAR KANNAUJIA,M,43,SC,AAAP,Broom,9912,1,9913,1639074,,,
Uttar Pradesh,Robertsganj,Robertsganj,RAJKUMAR,M,35,SC,shsap,Almirah,2980,2,2982,1639074,,,
Uttar Pradesh,Robertsganj,Robertsganj,SHANKAR KOL,M,52,SC,CPI(ML)(L),Flag with Three Stars,6101,0,6101,1639074,,,
Uttar Pradesh,Robertsganj,Robertsganj,ARUN SINGH(CHERO),M,29,SC,IND,Scissors,5613,0,5613,1639074,,,
Uttar Pradesh,Robertsganj,Robertsganj,RAMBRIKSHA,M,44,SC,IND,Cup & Saucer,9408,0,9408,1639074,,,
Uttar Pradesh,Robertsganj,Robertsganj,LAWRENCE ANTHONY,M,51,SC,IND,Air Conditioner,7703,0,7703,1639074,,,
Uttar Pradesh,Robertsganj,Robertsganj,None of the Above,,0,,NOTA,NOTA,18489,0,18489,1639074,,,
West Bengal,Cooch behar,Cooch behar,KESHAB CHANDRA RAY,M,61,SC,INC,Hand,74453,87,74540,1613403,,,
West Bengal,Cooch behar,Cooch behar,GIRINDRA NATH BARMAN,M,71,SC,BSP,Elephant,15678,5,15683,1613403,,,
West Bengal,Cooch behar,Cooch behar,DIPAK KUMAR ROY,M,48,SC,AIFB,Lion,437987,1405,439392,1613403,,,
West Bengal,Cooch behar,Cooch behar,RENUKA SINHA,F,65,SC,AITC,Flowers and Grass,525275,1224,526499,1613403,,,
West Bengal,Cooch behar,Cooch behar,HEM CHANDRA BARMAN,M,64,SC,BJP,Lotus,217193,460,217653,1613403,,,
West Bengal,Cooch behar,Cooch behar,KAMAL KRISHNA BAIRAGI,M,47,SC,RaJSP,Candles,7123,2,7125,1613403,,,
West Bengal,Cooch behar,Cooch behar,DALENDRA NATH RAY,M,59,SC,AMB,Batsman,4166,3,4169,1613403,,,
West Bengal,Cooch behar,Cooch behar,NRIPEN KARJEE,M,63,SC,SUCI,Glass Tumbler,6732,10,6742,1613403,,,
West Bengal,Cooch behar,Cooch behar,PIJUSH BARMAN,M,44,SC,WPOI,Battery Torch,5133,4,5137,1613403,,,
West Bengal,Cooch behar,Cooch behar,HAREKRISHNA SARKAR,M,41,SC,RPI(A),Sewing Machine,5792,4,5796,1613403,,,
West Bengal,Cooch behar,Cooch behar,BANGSHI BADAN BARMAN,M,46,SC,IND,Cup & Saucer,13189,16,13205,1613403,,,
West Bengal,Cooch behar,Cooch behar,HITENDRA DAS,M,58,SC,IND,Basket containing Fruits,5055,4,5059,1613403,,,
West Bengal,Cooch behar,Cooch behar,None of the Above,,0,,NOTA,NOTA,11357,52,11409,1613403,,,
West Bengal,Alipurduars,Alipurduars,ELIASH NARJINARY,M,62,ST,BSP,Elephant,11036,3,11039,1470911,,,
West Bengal,Alipurduars,Alipurduars,DASRATH TIRKEY,M,47,ST,AITC,Flowers and Grass,361685,768,362453,1470911,,,
West Bengal,Alipurduars,Alipurduars,BIRENDRA BARA (ORAON),M,31,ST,BJP,Lotus,335410,447,335857,1470911,,,
West Bengal,Alipurduars,Alipurduars,MANOHAR TIRKEY,M,60,ST,RSP,Spade & Stoker,340119,937,341056,1470911,,,
West Bengal,Alipurduars,Alipurduars,JOSEPH MUNDA,M,43,ST,INC,Hand,116618,100,116718,1470911,,,
West Bengal,Alipurduars,Alipurduars,ISHABELA KUJUR,F,30,ST,RaJSP,Candles,5961,0,5961,1470911,,,
West Bengal,Alipurduars,Alipurduars,BILKAN BARA,M,68,ST,SWJP,Battery Torch,5339,1,5340,1470911,,,
West Bengal,Alipurduars,Alipurduars,SUBASH CHIK BARAIK,M,36,ST,SUCI,Glass Tumbler,7123,8,7131,1470911,,,
West Bengal,Alipurduars,Alipurduars,DR. KAPIN CH. BORO,M,57,ST,IND,Cup & Saucer,7675,1,7676,1470911,,,
West Bengal,Alipurduars,Alipurduars,PAUL DEXION KHARIYA,M,60,ST,IND,Basket containing Fruits,10445,5,10450,1470911,,,
West Bengal,Alipurduars,Alipurduars,None of the Above,,0,,NOTA,NOTA,19859,26,19885,1470911,,,
West Bengal,Jalpaiguri,Jalpaiguri,KSHITISH CHANDRA MANDAL,M,65,SC,BSP,Elephant,12143,4,12147,1531469,,,
West Bengal,Jalpaiguri,Jalpaiguri,BIJOY CHANDRA BARMAN,M,57,SC,AITC,Flowers and Grass,493913,860,494773,1531469,,,
West Bengal,Jalpaiguri,Jalpaiguri,MAHENDRA KUMAR ROY,M,58,SC,CPM,"Hammer, Sickle and Star",423965,1202,425167,1531469,,,
West Bengal,Jalpaiguri,Jalpaiguri,SATYALAL SARKAR,M,61,SC,BJP,Lotus,221326,267,221593,1531469,,,
West Bengal,Jalpaiguri,Jalpaiguri,SUKHBILAS BARMA,M,68,SC,INC,Hand,87472,116,87588,1531469,,,
West Bengal,Jalpaiguri,Jalpaiguri,DILIP SARKAR,M,58,SC,BMUP,Cot,4900,0,4900,1531469,,,
West Bengal,Jalpaiguri,Jalpaiguri,DHIRENDRA NATH ROY,M,68,SC,AMB,Battery Torch,2834,1,2835,1531469,,,
West Bengal,Jalpaiguri,Jalpaiguri,DHRITIMAN ROY,M,43,SC,RaJSP,Candles,4500,1,4501,1531469,,,
West Bengal,Jalpaiguri,Jalpaiguri,HARIPADA BARMAN,M,38,SC,RJNP,HOCKEY & BALL,6605,3,6608,1531469,,,
West Bengal,Jalpaiguri,Jalpaiguri,HARIBHAKTA SARDAR,M,60,SC,SUCI,Glass Tumbler,9278,5,9283,1531469,,,
West Bengal,Jalpaiguri,Jalpaiguri,HAREKRISHNA SARKAR,M,41,SC,RPI(A),Sewing Machine,7634,2,7636,1531469,,,
West Bengal,Jalpaiguri,Jalpaiguri,SUBHAS BISWAS,M,61,SC,IND,Coconut,8544,1,8545,1531469,,,
West Bengal,Jalpaiguri,Jalpaiguri,None of the Above,,0,,NOTA,NOTA,16506,35,16541,1531469,,,
West Bengal,Darjeeling,Darjeeling,S.S.AHLUWALIA,M,63,GEN,BJP,Lotus,487864,393,488257,1437154,,,
West Bengal,Darjeeling,Darjeeling,KAKALI MAJUMDAR (ROY),F,38,SC,BSP,Elephant,6039,1,6040,1437154,,,
West Bengal,Darjeeling,Darjeeling,BHAI CHUNG BHUTIA,M,37,ST,AITC,Flowers and Grass,290769,249,291018,1437154,,,
West Bengal,Darjeeling,Darjeeling,SAMAN PATHAK (SURAJ),M,41,GEN,CPM,"Hammer, Sickle and Star",167069,117,167186,1437154,,,
West Bengal,Darjeeling,Darjeeling,SUJAY GHATAK,M,43,GEN,INC,Hand,89993,83,90076,1437154,,,
West Bengal,Darjeeling,Darjeeling,GOUTAM BHATTACHARYA,M,63,GEN,SUCI,Glass Tumbler,3991,2,3993,1437154,,,
West Bengal,Darjeeling,Darjeeling,NIRANJAN SAHA,M,55,GEN,AMB,Battery Torch,2027,2,2029,1437154,,,
West Bengal,Darjeeling,Darjeeling,NIMA LAMA,M,66,ST,grac,Candles,2886,20,2906,1437154,,,
West Bengal,Darjeeling,Darjeeling,LALIT SINGHA,M,41,ST,BMUP,Cot,2100,0,2100,1437154,,,
West Bengal,Darjeeling,Darjeeling,SUNIL PANDIT,M,34,GEN,RJNP,HOCKEY & BALL,3043,0,3043,1437154,,,
West Bengal,Darjeeling,Darjeeling,ARUN KUMAR AGARWAL,M,53,GEN,IND,Ceiling Fan,5448,1,5449,1437154,,,
West Bengal,Darjeeling,Darjeeling,MAHENDRA P. LAMA,M,53,ST,IND,Table Lamp,55547,220,55767,1437154,,,
West Bengal,Darjeeling,Darjeeling,RABINDRA ROY BASUNIA,M,59,SC,IND,Pen Stand,6099,1,6100,1437154,,,
West Bengal,Darjeeling,Darjeeling,None of the Above,,0,,NOTA,NOTA,18032,13,18045,1437154,,,
West Bengal,Raiganj,Raiganj,DEEPA DASMUNSI,F,53,GEN,INC,Hand,315507,374,315881,1387526,,,
West Bengal,Raiganj,Raiganj,NIMU BHOWMICK,M,79,GEN,BJP,Lotus,202868,263,203131,1387526,,,
West Bengal,Raiganj,Raiganj,PABITRA RANJAN DASMUNSHI (SATYA),M,66,GEN,AITC,Flowers and Grass,192408,290,192698,1387526,,,
West Bengal,Raiganj,Raiganj,MD. SALIM,M,56,GEN,CPM,"Hammer, Sickle and Star",316863,652,317515,1387526,,,
West Bengal,Raiganj,Raiganj,SWAPAN KUMAR DAS,M,38,SC,BSP,Elephant,5627,2,5629,1387526,,,
West Bengal,Raiganj,Raiganj,ZAMEERUL HASAN,M,64,GEN,AIUDF,Lock and Key,3470,1,3471,1387526,,,
West Bengal,Raiganj,Raiganj,DULAL RAJBANSHI,M,42,SC,SUCI,Glass Tumbler,8591,1,8592,1387526,,,
West Bengal,Raiganj,Raiganj,NANDAKISHOR SINGHA,M,48,SC,AMB,Candles,3335,3,3338,1387526,,,
West Bengal,Raiganj,Raiganj,PASARUL ALAM,M,50,GEN,AAAP,Broom,3610,4,3614,1387526,,,
West Bengal,Raiganj,Raiganj,BABLU SOREN,M,41,ST,JDP,Cup & Saucer,5541,3,5544,1387526,,,
West Bengal,Raiganj,Raiganj,SUDIIP RANJAN SEN,M,51,GEN,SP,Bicycle,32295,8,32303,1387526,,,
West Bengal,Raiganj,Raiganj,SUBRATA ADHIKARY,M,55,GEN,IND,Dao,5548,0,5548,1387526,,,
West Bengal,Raiganj,Raiganj,None of the Above,,0,,NOTA,NOTA,10923,6,10929,1387526,,,
West Bengal,Balurghat,Balurghat,ARPITA GHOSH,F,47,GEN,AITC,Flowers and Grass,408857,784,409641,1254497,,,
West Bengal,Balurghat,Balurghat,OM PRAKAS MISHRA,M,53,GEN,INC,Hand,80640,75,80715,1254497,,,
West Bengal,Balurghat,Balurghat,BIMALENDU SARKAR (BIMAL),M,65,GEN,RSP,Spade & Stoker,302071,606,302677,1254497,,,
West Bengal,Balurghat,Balurghat,BISWAPRIYA ROY CHOUDHURY,M,53,GEN,BJP,Lotus,222535,479,223014,1254497,,,
West Bengal,Balurghat,Balurghat,RAJEN HANSDA,M,31,ST,BSP,Elephant,4578,3,4581,1254497,,,
West Bengal,Balurghat,Balurghat,ABDUS SADEK SARKAR,M,36,GEN,AIUDF,Lock and Key,10545,2,10547,1254497,,,
West Bengal,Balurghat,Balurghat,ISLAM NURAL,M,53,GEN,SUCI,Glass Tumbler,2644,0,2644,1254497,,,
West Bengal,Balurghat,Balurghat,MANAS CHAKRABORTY (GANESH),M,51,GEN,CPIM,Saw,1457,9,1466,1254497,,,
West Bengal,Balurghat,Balurghat,RANENDRANATH MALI,M,60,SC,BMUP,Cot,1686,1,1687,1254497,,,
West Bengal,Balurghat,Balurghat,SASTI CHANDRA SARKAR,M,46,GEN,RaJSP,Candles,3965,4,3969,1254497,,,
West Bengal,Balurghat,Balurghat,SOM HEMRAM,M,36,ST,JDP,Cup & Saucer,4774,0,4774,1254497,,,
West Bengal,Balurghat,Balurghat,SIBEN SARKAR,M,49,SC,IND,Dao,5647,0,5647,1254497,,,
West Bengal,Balurghat,Balurghat,None of the Above,,0,,NOTA,NOTA,11681,10,11691,1254497,,,
West Bengal,Maldaha Uttar,Maldaha Uttar,KHAGEN MURMU,M,59,ST,CPM,"Hammer, Sickle and Star",322265,639,322904,1425428,,,
West Bengal,Maldaha Uttar,Maldaha Uttar,CHITTA RANJAN KIRTTANIA,M,65,GEN,BSP,Elephant,6223,6,6229,1425428,,,
West Bengal,Maldaha Uttar,Maldaha Uttar,MAUSAM NOOR,F,34,GEN,INC,Hand,388241,368,388609,1425428,,,
West Bengal,Maldaha Uttar,Maldaha Uttar,SUBHASH KRISHNA GOSWAMI,M,69,GEN,BJP,Lotus,178639,361,179000,1425428,,,
